CustomerID,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,Segment
CUST5595,33.0,9,14911.61,4,2,1,421,Loyal
CUST5596,32.0,9,25542.54,4,2,2,422,Loyal
CUST5597,6.0,11,32278.88,4,2,3,423,Loyal
CUST5598,394.0,14,27154.35,1,4,2,142,Low Value
CUST5599,97.0,14,50705.65,3,4,4,344,VIP
CUST5600,310.0,9,16792.01,1,2,1,121,Low Value
CUST5601,369.0,12,36269.84,1,3,4,134,Low Value
CUST5602,157.0,16,45960.66,3,4,4,344,VIP
CUST5603,311.0,9,20306.120000000003,1,2,1,121,Low Value
CUST5604,68.0,15,28860.84,3,4,3,343,VIP
CUST5605,68.0,13,43436.55,3,3,4,334,VIP
CUST5606,283.0,13,35618.28,2,3,4,234,Regular
CUST5607,822.0,10,26583.690000000002,1,2,2,122,Low Value
CUST5608,247.0,12,30534.23,2,3,3,233,Regular
CUST5609,3.0,8,12408.64,4,1,1,411,At Risk
CUST5610,431.0,13,41091.71,1,3,4,134,Low Value
CUST5611,220.0,13,26699.52,2,3,2,232,Regular
CUST5612,96.0,15,48524.31,3,4,4,344,VIP
CUST5613,219.0,15,38900.45,2,4,4,244,Regular
CUST5614,69.0,9,12423.58,3,2,1,321,Loyal
CUST5615,485.0,11,39443.29,1,2,4,124,Low Value
CUST5616,308.0,15,21099.98,1,4,2,142,Low Value
CUST5617,130.0,18,46177.31,3,4,4,344,VIP
CUST5618,128.0,13,37892.07,3,3,4,334,VIP
CUST5619,882.0,6,19672.620000000003,1,1,1,111,Low Value
CUST5620,214.0,9,28183.55,2,2,3,223,Regular
CUST5621,248.0,9,21540.300000000003,2,2,2,222,Regular
CUST5622,65.0,6,15474.279999999999,3,1,1,311,At Risk
CUST5623,403.0,12,25092.760000000002,1,3,2,132,Low Value
CUST5624,184.0,10,22621.94,2,2,2,222,Regular
CUST5625,190.0,10,29892.68,2,2,3,223,Regular
CUST5626,124.0,19,43740.31,3,4,4,344,VIP
CUST5627,66.0,9,20433.14,3,2,2,322,Loyal
CUST5628,275.0,9,17928.030000000002,2,2,1,221,Regular
CUST5629,1.0,13,32905.82,4,3,3,433,VIP
CUST5630,95.0,15,45672.72,3,4,4,344,VIP
CUST5631,98.0,16,30013.35,3,4,3,343,VIP
CUST5632,372.0,5,20220.620000000003,1,1,1,111,Low Value
CUST5633,93.0,13,22201.22,3,3,2,332,Loyal
CUST5634,487.0,10,27391.89,1,2,2,122,Low Value
CUST5635,66.0,12,38864.68,3,3,4,334,VIP
CUST5636,34.0,7,14945.56,4,1,1,411,At Risk
CUST5637,6.0,11,34953.18,4,2,3,423,Loyal
CUST5638,127.0,8,19034.21,3,1,1,311,At Risk
CUST5639,38.0,14,24501.239999999998,4,4,2,442,Loyal
CUST5640,7.0,17,30425.93,4,4,3,443,VIP
CUST5643,185.0,16,29804.11,2,4,3,243,Regular
CUST5644,185.0,9,39947.59,2,2,4,224,Regular
CUST5645,155.0,7,17439.04,3,1,1,311,At Risk
CUST5646,524.0,10,20655.09,1,2,2,122,Low Value
CUST5647,36.0,6,11553.7,4,1,1,411,At Risk
CUST5648,158.0,10,21928.62,2,2,2,222,Regular
CUST5649,69.0,14,31034.98,3,4,3,343,VIP
CUST5650,36.0,11,28267.54,4,2,3,423,Loyal
CUST5651,278.0,8,17521.2,2,1,1,211,At Risk
CUST5652,310.0,8,19282.67,1,1,1,111,Low Value
CUST5653,96.0,17,40117.39,3,4,4,344,VIP
CUST5654,64.0,17,48760.91,3,4,4,344,VIP
CUST5655,31.0,11,27833.76,4,2,3,423,Loyal
CUST5656,457.0,9,26059.77,1,2,2,122,Low Value
CUST5657,93.0,10,23800.96,3,2,2,322,Loyal
CUST5658,8.0,6,10508.03,4,1,1,411,At Risk
CUST5659,184.0,10,33920.86,2,2,3,223,Regular
CUST5660,2.0,9,22672.829999999998,4,2,2,422,Loyal
CUST5661,155.0,11,28643.02,3,2,3,323,Loyal
CUST5662,97.0,8,9666.619999999999,3,1,1,311,At Risk
CUST5663,160.0,10,13868.5,2,2,1,221,Regular
CUST5664,8.0,11,25018.97,4,2,2,422,Loyal
CUST5665,188.0,12,28487.59,2,3,3,233,Regular
CUST5666,673.0,6,12478.439999999999,1,1,1,111,Low Value
CUST5667,188.0,12,29530.39,2,3,3,233,Regular
CUST5668,6.0,10,24512.05,4,2,2,422,Loyal
CUST5669,98.0,15,27915.93,3,4,3,343,VIP
CUST5671,340.0,14,32407.239999999998,1,4,3,143,Low Value
CUST5672,185.0,14,34742.12,2,4,3,243,Regular
CUST5673,646.0,11,46063.94,1,2,4,124,Low Value
CUST5674,185.0,13,38131.03,2,3,4,234,Regular
CUST5675,96.0,13,31391.36,3,3,3,333,VIP
CUST5676,616.0,7,13480.4,1,1,1,111,Low Value
CUST5677,31.0,13,35558.39,4,3,4,434,VIP
CUST5678,96.0,9,20281.85,3,2,1,321,Loyal
CUST5679,221.0,15,48047.83,2,4,4,244,Regular
CUST5680,191.0,15,40170.64,2,4,4,244,Regular
CUST5681,158.0,11,36017.35,2,2,4,224,Regular
CUST5682,189.0,9,32960.909999999996,2,2,3,223,Regular
CUST5683,191.0,17,37055.59,2,4,4,244,Regular
CUST5684,188.0,7,17765.38,2,1,1,211,At Risk
CUST5685,4.0,12,28775.27,4,3,3,433,VIP
CUST5686,6.0,12,40081.4,4,3,4,434,VIP
CUST5687,546.0,7,21886.739999999998,1,1,2,112,Low Value
CUST5688,98.0,12,30326.519999999997,3,3,3,333,VIP
CUST5689,398.0,13,50366.15,1,3,4,134,Low Value
CUST5690,463.0,12,40513.12,1,3,4,134,Low Value
CUST5691,708.0,5,5336.88,1,1,1,111,Low Value
CUST5692,216.0,20,51272.45,2,4,4,244,Regular
CUST5693,188.0,10,28621.36,2,2,3,223,Regular
CUST5694,35.0,4,10969.710000000001,4,1,1,411,At Risk
CUST5695,123.0,11,26147.27,3,2,2,322,Loyal
CUST5696,7.0,10,18519.04,4,2,1,421,Loyal
CUST5697,518.0,12,41035.74,1,3,4,134,Low Value
CUST5698,6.0,10,38078.49,4,2,4,424,Loyal
CUST5699,65.0,13,31016.53,3,3,3,333,VIP
CUST5700,96.0,7,18912.93,3,1,1,311,At Risk
CUST5701,157.0,10,18688.4,3,2,1,321,Loyal
CUST5702,125.0,5,11742.62,3,1,1,311,At Risk
CUST5703,276.0,12,40392.740000000005,2,3,4,234,Regular
CUST5704,305.0,12,38240.61,2,3,4,234,Regular
CUST5705,220.0,10,15140.25,2,2,1,221,Regular
CUST5706,124.0,9,17840.85,3,2,1,321,Loyal
CUST5707,99.0,17,48273.4,3,4,4,344,VIP
CUST5708,249.0,8,13833.24,2,1,1,211,At Risk
CUST5709,555.0,13,36366.14,1,3,4,134,Low Value
CUST5710,161.0,9,23759.31,2,2,2,222,Regular
CUST5711,67.0,5,17178.980000000003,3,1,1,311,At Risk
CUST5712,94.0,9,20298.16,3,2,1,321,Loyal
CUST5713,251.0,9,31545.7,2,2,3,223,Regular
CUST5714,191.0,5,20499.63,2,1,2,212,At Risk
CUST5715,426.0,14,20176.48,1,4,1,141,Low Value
CUST5716,31.0,12,21653.38,4,3,2,432,Loyal
CUST5717,190.0,14,27711.83,2,4,3,243,Regular
CUST5718,364.0,7,6626.99,1,1,1,111,Low Value
CUST5719,94.0,7,14198.029999999999,3,1,1,311,At Risk
CUST5720,125.0,10,37698.18,3,2,4,324,Loyal
CUST5721,35.0,6,13862.49,4,1,1,411,At Risk
CUST5722,62.0,10,39194.94,4,2,4,424,Loyal
CUST5723,8.0,11,25697.53,4,2,2,422,Loyal
CUST5724,154.0,9,23024.59,3,2,2,322,Loyal
CUST5725,7.0,16,37498.44,4,4,4,444,VIP
CUST5726,216.0,7,22626.98,2,1,2,212,At Risk
CUST5727,5.0,9,18150.86,4,2,1,421,Loyal
CUST5728,307.0,12,40447.409999999996,1,3,4,134,Low Value
CUST5729,186.0,9,21685.03,2,2,2,222,Regular
CUST5730,37.0,10,25846.69,4,2,2,422,Loyal
CUST5731,5.0,17,45202.6,4,4,4,444,VIP
CUST5732,156.0,9,28046.96,3,2,3,323,Loyal
CUST5733,493.0,5,15983.34,1,1,1,111,Low Value
CUST5734,63.0,9,20556.14,4,2,2,422,Loyal
CUST5735,190.0,10,31429.09,2,2,3,223,Regular
CUST5736,124.0,15,51522.9,3,4,4,344,VIP
CUST5737,218.0,12,18502.649999999998,2,3,1,231,Regular
CUST5738,457.0,6,21699.04,1,1,2,112,Low Value
CUST5739,8.0,23,43816.13,4,4,4,444,VIP
CUST5740,183.0,9,25570.699999999997,2,2,2,222,Regular
CUST5741,4.0,7,14360.04,4,1,1,411,At Risk
CUST5742,335.0,9,23542.84,1,2,2,122,Low Value
CUST5743,427.0,11,23566.53,1,2,2,122,Low Value
CUST5744,728.0,7,22937.760000000002,1,1,2,112,Low Value
CUST5745,36.0,9,13810.0,4,2,1,421,Loyal
CUST5746,219.0,13,48731.59,2,3,4,234,Regular
CUST5747,129.0,9,23864.01,3,2,2,322,Loyal
CUST5748,275.0,10,17757.95,2,2,1,221,Regular
CUST5749,68.0,10,19454.63,3,2,1,321,Loyal
CUST5750,161.0,10,28874.489999999998,2,2,3,223,Regular
CUST5751,250.0,14,41800.96,2,4,4,244,Regular
CUST5752,126.0,7,20153.79,3,1,1,311,At Risk
CUST5753,69.0,13,29021.5,3,3,3,333,VIP
CUST5754,129.0,9,19193.45,3,2,1,321,Loyal
CUST5755,276.0,12,27115.17,2,3,2,232,Regular
CUST5756,161.0,10,30053.739999999998,2,2,3,223,Regular
CUST5757,97.0,10,19807.9,3,2,1,321,Loyal
CUST5758,310.0,11,23262.0,1,2,2,122,Low Value
CUST5759,646.0,6,20663.9,1,1,2,112,Low Value
CUST5760,93.0,12,16116.27,3,3,1,331,Loyal
CUST5761,67.0,11,25068.690000000002,3,2,2,322,Loyal
CUST5762,218.0,12,31550.51,2,3,3,233,Regular
CUST5763,124.0,7,20731.96,3,1,2,312,At Risk
CUST5764,363.0,8,30080.59,1,1,3,113,Low Value
CUST5765,66.0,15,22566.65,3,4,2,342,Loyal
CUST5766,94.0,9,16412.07,3,2,1,321,Loyal
CUST5767,128.0,7,27931.260000000002,3,1,3,313,At Risk
CUST5768,401.0,4,15706.48,1,1,1,111,Low Value
CUST5769,3.0,7,25945.239999999998,4,1,2,412,At Risk
CUST5770,671.0,4,8263.95,1,1,1,111,Low Value
CUST5771,214.0,14,42341.65,2,4,4,244,Regular
CUST5772,95.0,11,48402.26,3,2,4,324,Loyal
CUST5773,37.0,5,13935.460000000001,4,1,1,411,At Risk
CUST5774,460.0,12,38910.15,1,3,4,134,Low Value
CUST5775,36.0,12,28388.99,4,3,3,433,VIP
CUST5776,277.0,15,27352.0,2,4,2,242,Regular
CUST5777,251.0,11,14307.79,2,2,1,221,Regular
CUST5778,94.0,7,32248.9,3,1,3,313,At Risk
CUST5779,277.0,15,37365.01,2,4,4,244,Regular
CUST5780,364.0,10,16861.61,1,2,1,121,Low Value
CUST5781,187.0,11,28685.93,2,2,3,223,Regular
CUST5782,2.0,8,17838.54,4,1,1,411,At Risk
CUST5783,430.0,9,27983.32,1,2,3,123,Low Value
CUST5784,69.0,8,19799.85,3,1,1,311,At Risk
CUST5785,190.0,11,37676.74,2,2,4,224,Regular
CUST5786,392.0,15,43396.68,1,4,4,144,Low Value
CUST5787,220.0,12,25601.71,2,3,2,232,Regular
CUST5788,1062.0,8,16004.93,1,1,1,111,Low Value
CUST5789,160.0,9,26802.76,2,2,2,222,Regular
CUST5790,461.0,8,32425.77,1,1,3,113,Low Value
CUST5791,34.0,9,21818.050000000003,4,2,2,422,Loyal
CUST5792,342.0,6,14923.16,1,1,1,111,Low Value
CUST5793,642.0,6,14560.669999999998,1,1,1,111,Low Value
CUST5794,222.0,17,30427.77,2,4,3,243,Regular
CUST5795,97.0,7,10016.65,3,1,1,311,At Risk
CUST5796,521.0,12,32801.07,1,3,3,133,Low Value
CUST5797,675.0,11,32643.260000000002,1,2,3,123,Low Value
CUST5798,461.0,10,21121.989999999998,1,2,2,122,Low Value
CUST5799,35.0,12,22272.89,4,3,2,432,Loyal
CUST5800,306.0,13,33060.63,1,3,3,133,Low Value
CUST5801,67.0,14,42521.66,3,4,4,344,VIP
CUST5802,67.0,13,37844.13,3,3,4,334,VIP
CUST5803,124.0,13,46586.44,3,3,4,334,VIP
CUST5804,154.0,10,20953.850000000002,3,2,2,322,Loyal
CUST5805,606.0,15,35934.89,1,4,4,144,Low Value
CUST5806,8.0,10,19377.95,4,2,1,421,Loyal
CUST5807,130.0,14,31114.0,3,4,3,343,VIP
CUST5808,7.0,14,23391.13,4,4,2,442,Loyal
CUST5809,281.0,3,6056.4,2,1,1,211,At Risk
CUST5810,515.0,12,34488.369999999995,1,3,3,133,Low Value
CUST5811,433.0,12,21397.32,1,3,2,132,Low Value
CUST5812,3.0,9,20526.02,4,2,2,422,Loyal
CUST5813,456.0,10,20226.11,1,2,1,121,Low Value
CUST5814,281.0,6,9209.11,2,1,1,211,At Risk
CUST5815,453.0,8,14834.84,1,1,1,111,Low Value
CUST5816,7.0,12,41173.44,4,3,4,434,VIP
CUST5817,156.0,12,21773.45,3,3,2,332,Loyal
CUST5818,399.0,14,31049.39,1,4,3,143,Low Value
CUST5819,191.0,10,23013.79,2,2,2,222,Regular
CUST5820,92.0,13,36299.0,3,3,4,334,VIP
CUST5821,221.0,8,22227.239999999998,2,1,2,212,At Risk
CUST5822,397.0,6,12015.32,1,1,1,111,Low Value
CUST5823,339.0,8,14847.33,1,1,1,111,Low Value
CUST5824,221.0,8,25348.86,2,1,2,212,At Risk
CUST5825,218.0,6,19794.6,2,1,1,211,At Risk
CUST5826,66.0,14,40324.92,3,4,4,344,VIP
CUST5827,547.0,9,26033.08,1,2,2,122,Low Value
CUST5828,183.0,11,27487.449999999997,2,2,3,223,Regular
CUST5829,31.0,10,15224.380000000001,4,2,1,421,Loyal
CUST5830,63.0,12,29281.39,4,3,3,433,VIP
CUST5831,370.0,8,18402.420000000002,1,1,1,111,Low Value
CUST5832,189.0,7,14705.99,2,1,1,211,At Risk
CUST5833,5.0,12,39939.22,4,3,4,434,VIP
CUST5834,304.0,10,17094.31,2,2,1,221,Regular
CUST5835,129.0,10,27986.05,3,2,3,323,Loyal
CUST5836,99.0,9,21883.22,3,2,2,322,Loyal
CUST5837,126.0,9,14607.789999999999,3,2,1,321,Loyal
CUST5838,3.0,13,38191.119999999995,4,3,4,434,VIP
CUST5839,189.0,10,34620.7,2,2,3,223,Regular
CUST5840,304.0,15,27899.25,2,4,3,243,Regular
CUST5841,34.0,12,19098.63,4,3,1,431,Loyal
CUST5842,68.0,11,22762.89,3,2,2,322,Loyal
CUST5843,370.0,9,24628.62,1,2,2,122,Low Value
CUST5844,124.0,6,16776.370000000003,3,1,1,311,At Risk
CUST5845,98.0,10,25501.14,3,2,2,322,Loyal
CUST5846,338.0,12,27742.02,1,3,3,133,Low Value
CUST5847,3.0,10,34997.28,4,2,4,424,Loyal
CUST5848,161.0,12,30374.65,2,3,3,233,Regular
CUST5849,64.0,11,14810.1,3,2,1,321,Loyal
CUST5850,189.0,14,37234.6,2,4,4,244,Regular
CUST5851,401.0,9,23538.0,1,2,2,122,Low Value
CUST5852,186.0,14,43362.54,2,4,4,244,Regular
CUST5853,367.0,16,36677.05,1,4,4,144,Low Value
CUST5854,35.0,14,28798.13,4,4,3,443,VIP
CUST5855,394.0,15,42629.93,1,4,4,144,Low Value
CUST5856,158.0,14,34998.06,2,4,4,244,Regular
CUST5857,33.0,15,29762.17,4,4,3,443,VIP
CUST5858,65.0,9,19031.62,3,2,1,321,Loyal
CUST5859,7.0,9,23560.4,4,2,2,422,Loyal
CUST5860,309.0,12,38483.63,1,3,4,134,Low Value
CUST5861,34.0,17,57422.28999999999,4,4,4,444,VIP
CUST5862,702.0,11,16945.98,1,2,1,121,Low Value
CUST5863,66.0,13,31929.260000000002,3,3,3,333,VIP
CUST5864,306.0,12,44047.64,1,3,4,134,Low Value
CUST5866,247.0,5,4915.2699999999995,2,1,1,211,At Risk
CUST5867,5.0,14,39998.35,4,4,4,444,VIP
CUST5868,63.0,8,15260.89,4,1,1,411,At Risk
CUST5869,373.0,8,16115.36,1,1,1,111,Low Value
CUST5870,216.0,7,21745.079999999998,2,1,2,212,At Risk
CUST5871,95.0,10,33655.18,3,2,3,323,Loyal
CUST5873,99.0,12,37977.28,3,3,4,334,VIP
CUST5874,96.0,10,36334.13,3,2,4,324,Loyal
CUST5875,93.0,14,33850.11,3,4,3,343,VIP
CUST5876,36.0,8,24666.52,4,1,2,412,At Risk
CUST5877,6.0,9,28139.16,4,2,3,423,Loyal
CUST5878,731.0,6,12964.550000000001,1,1,1,111,Low Value
CUST5879,307.0,10,24070.29,1,2,2,122,Low Value
CUST5880,6.0,11,23647.75,4,2,2,422,Loyal
CUST5881,154.0,18,51473.48,3,4,4,344,VIP
CUST5882,8.0,13,22452.8,4,3,2,432,Loyal
CUST5883,191.0,9,30547.5,2,2,3,223,Regular
CUST5885,93.0,12,44384.62,3,3,4,334,VIP
CUST5886,1.0,16,42038.53,4,4,4,444,VIP
CUST5887,186.0,10,24193.82,2,2,2,222,Regular
CUST5888,95.0,12,29845.59,3,3,3,333,VIP
CUST5889,92.0,8,15405.58,3,1,1,311,At Risk
CUST5890,307.0,14,30394.649999999998,1,4,3,143,Low Value
CUST5891,188.0,10,27050.94,2,2,2,222,Regular
CUST5892,124.0,13,25368.23,3,3,2,332,Loyal
CUST5893,4.0,20,41704.99,4,4,4,444,VIP
CUST5894,36.0,12,27645.81,4,3,3,433,VIP
CUST5895,66.0,18,46961.18,3,4,4,344,VIP
CUST5896,68.0,10,32252.5,3,2,3,323,Loyal
CUST5897,35.0,9,18993.7,4,2,1,421,Loyal
CUST5898,34.0,12,38671.13,4,3,4,434,VIP
CUST5899,34.0,18,46340.96,4,4,4,444,VIP
CUST5900,126.0,7,10849.86,3,1,1,311,At Risk
CUST5901,1.0,11,26943.82,4,2,2,422,Loyal
CUST5902,729.0,8,14825.35,1,1,1,111,Low Value
CUST5903,65.0,11,24464.56,3,2,2,322,Loyal
CUST5904,222.0,13,37123.18,2,3,4,234,Regular
CUST5905,4.0,13,48130.59,4,3,4,434,VIP
CUST5906,249.0,8,17255.66,2,1,1,211,At Risk
CUST5907,68.0,15,25874.6,3,4,2,342,Loyal
CUST5908,6.0,15,36506.17,4,4,4,444,VIP
CUST5909,187.0,13,36494.62,2,3,4,234,Regular
CUST5910,38.0,12,31571.95,4,3,3,433,VIP
CUST5911,307.0,11,37092.95,1,2,4,124,Low Value
CUST5912,462.0,7,25713.83,1,1,2,112,Low Value
CUST5913,184.0,8,17531.12,2,1,1,211,At Risk
CUST5914,551.0,14,44571.52,1,4,4,144,Low Value
CUST5915,394.0,14,24355.14,1,4,2,142,Low Value
CUST5916,65.0,12,23570.61,3,3,2,332,Loyal
CUST5917,68.0,12,37805.95,3,3,4,334,VIP
CUST5918,128.0,13,44310.99,3,3,4,334,VIP
CUST5919,69.0,8,23872.940000000002,3,1,2,312,At Risk
CUST5920,281.0,7,10559.24,2,1,1,211,At Risk
CUST5922,4.0,18,44071.28,4,4,4,444,VIP
CUST5923,189.0,17,31326.64,2,4,3,243,Regular
CUST5924,66.0,11,35638.369999999995,3,2,4,324,Loyal
CUST5925,397.0,6,9797.26,1,1,1,111,Low Value
CUST5926,95.0,15,39589.229999999996,3,4,4,344,VIP
CUST5927,252.0,15,17431.739999999998,2,4,1,241,Regular
CUST5928,252.0,10,19571.38,2,2,1,221,Regular
CUST5929,307.0,6,22236.3,1,1,2,112,Low Value
CUST5930,280.0,12,39321.39,2,3,4,234,Regular
CUST5931,214.0,13,18680.379999999997,2,3,1,231,Regular
CUST5932,339.0,8,27675.4,1,1,3,113,Low Value
CUST5933,98.0,14,35490.630000000005,3,4,4,344,VIP
CUST5934,462.0,16,35011.88,1,4,4,144,Low Value
CUST5935,3.0,12,49187.0,4,3,4,434,VIP
CUST5936,2.0,10,19411.65,4,2,1,421,Loyal
CUST5937,612.0,9,16763.07,1,2,1,121,Low Value
CUST5938,458.0,7,18409.61,1,1,1,111,Low Value
CUST5939,7.0,13,29427.85,4,3,3,433,VIP
CUST5940,4.0,12,29691.38,4,3,3,433,VIP
CUST5941,96.0,10,25161.489999999998,3,2,2,322,Loyal
CUST5942,2.0,7,17588.79,4,1,1,411,At Risk
CUST5943,492.0,9,18699.0,1,2,1,121,Low Value
CUST5944,283.0,10,34915.16,2,2,3,223,Regular
CUST5945,523.0,7,22704.63,1,1,2,112,Low Value
CUST5946,219.0,7,14003.27,2,1,1,211,At Risk
CUST5947,62.0,15,41031.88,4,4,4,444,VIP
CUST5949,186.0,12,48359.89,2,3,4,234,Regular
CUST5950,371.0,8,10280.42,1,1,1,111,Low Value
CUST5951,62.0,10,34056.1,4,2,3,423,Loyal
CUST5952,2.0,8,17863.07,4,1,1,411,At Risk
CUST5953,491.0,7,12502.45,1,1,1,111,Low Value
CUST5954,156.0,14,54021.61,3,4,4,344,VIP
CUST5955,6.0,10,28173.63,4,2,3,423,Loyal
CUST5956,6.0,12,30831.14,4,3,3,433,VIP
CUST5957,64.0,11,27534.92,3,2,3,323,Loyal
CUST5958,94.0,11,37656.34,3,2,4,324,Loyal
CUST5959,220.0,12,33320.990000000005,2,3,3,233,Regular
CUST5960,159.0,13,27141.32,2,3,2,232,Regular
CUST5961,65.0,12,23605.0,3,3,2,332,Loyal
CUST5962,126.0,12,30799.18,3,3,3,333,VIP
CUST5963,159.0,12,40781.73,2,3,4,234,Regular
CUST5964,190.0,8,21380.18,2,1,2,212,At Risk
CUST5965,5.0,11,26487.15,4,2,2,422,Loyal
CUST5966,5.0,14,35830.9,4,4,4,444,VIP
CUST5967,32.0,8,21429.07,4,1,2,412,At Risk
CUST5968,2.0,19,40209.49,4,4,4,444,VIP
CUST5969,584.0,10,25037.05,1,2,2,122,Low Value
CUST5970,98.0,11,16550.75,3,2,1,321,Loyal
CUST5971,36.0,14,36990.07,4,4,4,444,VIP
CUST5972,494.0,15,34325.48,1,4,3,143,Low Value
CUST5973,188.0,11,24700.670000000002,2,2,2,222,Regular
CUST5974,154.0,10,23582.18,3,2,2,322,Loyal
CUST5975,187.0,8,16614.25,2,1,1,211,At Risk
CUST5976,4.0,8,19813.510000000002,4,1,1,411,At Risk
CUST5977,184.0,12,22671.13,2,3,2,232,Regular
CUST5978,4.0,12,25495.84,4,3,2,432,Loyal
CUST5979,98.0,12,35783.03,3,3,4,334,VIP
CUST5980,160.0,11,22542.33,2,2,2,222,Regular
CUST5981,7.0,12,30691.93,4,3,3,433,VIP
CUST5982,221.0,9,20268.34,2,2,1,221,Regular
CUST5983,462.0,12,20874.95,1,3,2,132,Low Value
CUST5984,247.0,15,52626.74,2,4,4,244,Regular
CUST5985,123.0,13,26200.02,3,3,2,332,Loyal
CUST5986,97.0,15,32707.170000000002,3,4,3,343,VIP
CUST5987,64.0,13,27791.5,3,3,3,333,VIP
CUST5988,158.0,8,27434.7,2,1,3,213,At Risk
CUST5989,677.0,13,26459.059999999998,1,3,2,132,Low Value
CUST5990,38.0,12,33206.0,4,3,3,433,VIP
CUST5991,33.0,7,21732.66,4,1,2,412,At Risk
CUST5992,159.0,14,37765.39,2,4,4,244,Regular
CUST5993,702.0,6,13667.71,1,1,1,111,Low Value
CUST5994,99.0,10,30963.55,3,2,3,323,Loyal
CUST5995,553.0,8,25388.190000000002,1,1,2,112,Low Value
CUST5996,35.0,10,30571.489999999998,4,2,3,423,Loyal
CUST5997,3.0,12,48146.67,4,3,4,434,VIP
CUST5999,62.0,15,31088.38,4,4,3,443,VIP
CUST6000,35.0,9,35592.26,4,2,4,424,Loyal
CUST6001,36.0,12,34067.11,4,3,3,433,VIP
CUST6002,123.0,14,33942.94,3,4,3,343,VIP
CUST6003,424.0,6,22916.61,1,1,2,112,Low Value
CUST6004,457.0,6,20390.199999999997,1,1,1,111,Low Value
CUST6006,161.0,9,22961.489999999998,2,2,2,222,Regular
CUST6007,2.0,13,40648.770000000004,4,3,4,434,VIP
CUST6008,191.0,9,21749.62,2,2,2,222,Regular
CUST6009,97.0,9,19072.37,3,2,1,321,Loyal
CUST6010,336.0,12,37243.27,1,3,4,134,Low Value
CUST6011,96.0,15,40595.97,3,4,4,344,VIP
CUST6012,97.0,14,39913.83,3,4,4,344,VIP
CUST6013,99.0,6,9076.14,3,1,1,311,At Risk
CUST6014,65.0,5,10537.07,3,1,1,311,At Risk
CUST6015,64.0,11,26275.28,3,2,2,322,Loyal
CUST6016,38.0,20,59589.75,4,4,4,444,VIP
CUST6017,363.0,14,36114.64,1,4,4,144,Low Value
CUST6018,62.0,10,13478.26,4,2,1,421,Loyal
CUST6019,401.0,16,46373.0,1,4,4,144,Low Value
CUST6020,92.0,9,23859.98,3,2,2,322,Loyal
CUST6021,283.0,15,41451.76,2,4,4,244,Regular
CUST6022,99.0,9,26679.989999999998,3,2,2,322,Loyal
CUST6023,586.0,10,23210.48,1,2,2,122,Low Value
CUST6024,124.0,9,13424.699999999999,3,2,1,321,Loyal
CUST6025,214.0,10,28696.38,2,2,3,223,Regular
CUST6026,68.0,7,19937.27,3,1,1,311,At Risk
CUST6027,189.0,12,24429.2,2,3,2,232,Regular
CUST6028,578.0,12,30308.47,1,3,3,133,Low Value
CUST6029,246.0,7,18196.04,2,1,1,211,At Risk
CUST6030,252.0,8,14210.289999999999,2,1,1,211,At Risk
CUST6031,5.0,10,41477.96,4,2,4,424,Loyal
CUST6032,911.0,5,12142.76,1,1,1,111,Low Value
CUST6033,130.0,8,20980.6,3,1,2,312,At Risk
CUST6034,155.0,20,55764.7,3,4,4,344,VIP
CUST6035,252.0,9,25067.41,2,2,2,222,Regular
CUST6036,94.0,8,33928.85,3,1,3,313,At Risk
CUST6037,68.0,9,26213.09,3,2,2,322,Loyal
CUST6038,219.0,4,7856.1900000000005,2,1,1,211,At Risk
CUST6039,282.0,10,35917.51,2,2,4,224,Regular
CUST6040,218.0,12,27151.45,2,3,2,232,Regular
CUST6041,461.0,6,16918.12,1,1,1,111,Low Value
CUST6042,8.0,17,24956.64,4,4,2,442,Loyal
CUST6043,190.0,13,34658.21,2,3,3,233,Regular
CUST6044,220.0,9,29632.35,2,2,3,223,Regular
CUST6045,190.0,14,38691.340000000004,2,4,4,244,Regular
CUST6046,129.0,11,27475.2,3,3,3,333,VIP
CUST6047,222.0,9,23481.19,2,2,2,222,Regular
CUST6048,457.0,19,49238.119999999995,1,4,4,144,Low Value
CUST6049,62.0,12,39251.6,4,3,4,434,VIP
CUST6050,431.0,18,44678.01,1,4,4,144,Low Value
CUST6051,32.0,17,37827.32,4,4,4,444,VIP
CUST6052,432.0,12,28172.0,1,3,3,133,Low Value
CUST6053,401.0,9,27494.17,1,2,3,123,Low Value
CUST6054,130.0,9,29542.72,3,2,3,323,Loyal
CUST6055,64.0,16,38955.0,3,4,4,344,VIP
CUST6056,1.0,14,32148.28,4,4,3,443,VIP
CUST6057,154.0,9,16808.62,3,2,1,321,Loyal
CUST6058,33.0,7,21310.13,4,1,2,412,At Risk
CUST6059,546.0,7,16460.83,1,1,1,111,Low Value
CUST6060,97.0,15,45809.97,3,4,4,344,VIP
CUST6061,63.0,15,36113.479999999996,4,4,4,444,VIP
CUST6062,93.0,11,26399.53,3,3,2,332,Loyal
CUST6063,95.0,10,24445.1,3,2,2,322,Loyal
CUST6064,67.0,6,17340.13,3,1,1,311,At Risk
CUST6065,308.0,9,10745.15,1,2,1,121,Low Value
CUST6066,8.0,13,36131.54,4,3,4,434,VIP
CUST6067,3.0,10,26651.2,4,2,2,422,Loyal
CUST6068,2.0,14,28038.02,4,4,3,443,VIP
